 Renda média domiciliar per capita - Brasil
Renda média domic. per capita por Município
Período:2000
"Município";"Renda_média_domic._per_capita"
"520320 Barro Alto";274,46
"520330 Bela Vista de Goiás";388,35
"520340 Bom Jardim de Goiás";352,70
"520350 Bom Jesus de Goiás";468,03
"520355 Bonfinópolis";391,78
"520357 Bonópolis";259,13
"520360 Brazabrantes";297,33
"520380 Britânia";339,57
"520390 Buriti Alegre";434,82
"520393 Buriti de Goiás";249,50
"520396 Buritinópolis";104,63
"520400 Cabeceiras";289,67
"520410 Cachoeira Alta";529,61
"520420 Cachoeira de Goiás";321,44
"520425 Cachoeira Dourada";422,56
"520430 Caçu";551,92
"520440 Caiapônia";370,91
"520450 Caldas Novas";693,60
"520455 Caldazinha";491,29
"520460 Campestre de Goiás";302,49
"520465 Campinaçu";249,37
"520470 Campinorte";323,32
"520480 Campo Alegre de Goiás";670,62
"520490 Campos Belos";288,36
"520495 Campos Verdes";271,26
"520500 Carmo do Rio Verde";328,32
"520505 Castelândia";436,02
"520510 Catalão";597,25
"520520 Caturaí";304,94
"520530 Cavalcante";189,75
"520540 Ceres";544,97
"520545 Cezarina";360,38
"520547 Chapadão do Céu";1010,46
"520549 Cidade Ocidental";510,51
"520551 Cocalzinho de Goiás";268,54
"520552 Colinas do Sul";209,46
"520570 Córrego do Ouro";292,02
"520580 Corumbá de Goiás";368,97
"520590 Corumbaíba";400,35
"520620 Cristalina";437,10
"520630 Cristianópolis";478,00
"520640 Crixás";325,61
"520650 Cromínia";424,63
"520660 Cumari";362,94
"520670 Damianópolis";160,57
"520680 Damolândia";262,21
"520690 Davinópolis";299,05
"520710 Diorama";341,55
"520830 Divinópolis de Goiás";190,18
"520725 Doverlândia";348,04
"520735 Edealina";455,70
"520740 Edéia";534,53
"520750 Estrela do Norte";343,29
"520753 Faina";330,21
"520760 Fazenda Nova";321,33
"520780 Firminópolis";374,86
"520790 Flores de Goiás";234,75
"520800 Formosa";455,56
"520810 Formoso";325,03
"520840 Goianápolis";270,54
"520850 Goiandira";428,62
"520860 Goianésia";399,02
"520870 Goiânia";1000,51
"520880 Goianira";352,31
"520890 Goiás";391,08
"520910 Goiatuba";669,33
"520915 Gouvelândia";352,52
"520920 Guapó";364,93
"520929 Guaraíta";225,49
"520940 Guarani de Goiás";169,70
"520945 Guarinos";290,76
"520960 Heitoraí";392,08
"520970 Hidrolândia";419,33
"520980 Hidrolina";514,66
"520990 Iaciara";235,76
"520993 Inaciolândia";329,47
"520995 Indiara";378,03
"521000 Inhumas";506,18
"521010 Ipameri";421,40
"521020 Iporá";456,29
"521030 Israelândia";300,45
"521040 Itaberaí";514,94
"521056 Itaguari";399,88
"521060 Itaguaru";440,36
"521080 Itajá";419,70
"521090 Itapaci";339,60
"521100 Itapirapuã";294,71
"521120 Itapuranga";435,42
"521130 Itarumã";569,37
"521140 Itauçu";308,61
"521150 Itumbiara";568,89
"521160 Ivolândia";339,83
"521170 Jandaia";352,86
"521180 Jaraguá";383,24
"521190 Jataí";600,32
"521200 Jaupaci";277,29
"521205 Jesúpolis";309,36
"521210 Joviânia";675,28
"521220 Jussara";421,06
"521230 Leopoldo de Bulhões";382,40
"521250 Luziânia";413,91
"521260 Mairipotaba";515,64
"521270 Mambaí";186,41
"521280 Mara Rosa";299,74
"521290 Marzagão";423,57
"521295 Matrinchã";300,77
"521300 Maurilândia";350,61
"521305 Mimoso de Goiás";199,77
"521308 Minaçu";367,10
"521310 Mineiros";571,34
"521340 Moiporá";362,75
"521350 Monte Alegre de Goiás";172,82
"521370 Montes Claros de Goiás";386,34
"521375 Montividiu";1134,32
"521377 Montividiu do Norte";152,66
"521380 Morrinhos";689,45
"521385 Morro Agudo de Goiás";270,05
"521390 Mossâmedes";410,63
"521400 Mozarlândia";1244,70
"521405 Mundo Novo";286,69
"521410 Mutunópolis";311,67
"521440 Nazário";401,12
"521450 Nerópolis";460,41
"521460 Niquelândia";398,46
"521470 Nova América";281,38
"521480 Nova Aurora";456,02
"521483 Nova Crixás";380,91
"521486 Nova Glória";287,63
"521487 Nova Iguaçu de Goiás";317,74
"521490 Nova Roma";170,77
"521500 Nova Veneza";321,55
"521520 Novo Brasil";355,14
"521523 Novo Gama";366,85
"521525 Novo Planalto";246,72
"521530 Orizona";478,14
"521540 Ouro Verde de Goiás";314,94
"521550 Ouvidor";401,44
"521560 Padre Bernardo";323,30
"521565 Palestina de Goiás";326,39
"521570 Palmeiras de Goiás";363,82
"521580 Palmelo";422,86
"521590 Palminópolis";409,21
"521600 Panamá";325,42
"521630 Paranaiguara";506,19
"521640 Paraúna";495,38
"521645 Perolândia";417,70
"521680 Petrolina de Goiás";383,93
"521690 Pilar de Goiás";232,98
"521710 Piracanjuba";490,67
"521720 Piranhas";375,23
"521730 Pirenópolis";356,63
"521740 Pires do Rio";614,46
"521760 Planaltina";313,52
"521770 Pontalina";780,01
"521800 Porangatu";583,47
"521805 Porteirão";537,60
"521810 Portelândia";433,17
"521830 Posse";303,55
"521839 Professor Jamil";368,20
"521850 Quirinópolis";479,21
"521860 Rialma";680,01
"521870 Rianápolis";715,01
"521878 Rio Quente";773,98
"521880 Rio Verde";670,77
"521890 Rubiataba";396,18
"521900 Sanclerlândia";331,64
"521910 Santa Bárbara de Goiás";320,97
"521920 Santa Cruz de Goiás";519,21
"521925 Santa Fé de Goiás";298,55
"521930 Santa Helena de Goiás";433,85
"521935 Santa Isabel";303,53
"521940 Santa Rita do Araguaia";416,66
"521945 Santa Rita do Novo Destino";242,76
"521950 Santa Rosa de Goiás";266,46
"521960 Santa Tereza de Goiás";387,75
"521970 Santa Terezinha de Goiás";307,62
"521971 Santo Antônio da Barra";356,90
"521973 Santo Antônio de Goiás";440,76
"521975 Santo Antônio do Descoberto";278,41
"521980 São Domingos";212,81
"521990 São Francisco de Goiás";335,97
"522000 São João d'Aliança";433,96
"522005 São João da Paraúna";559,14
"522010 São Luís de Montes Belos";471,93
"522015 São Luíz do Norte";263,41
"522020 São Miguel do Araguaia";439,37
"522026 São Miguel do Passa Quatro";361,77
"522028 São Patrício";263,59
"522040 São Simão";451,71
"522045 Senador Canedo";311,51
"522050 Serranópolis";508,56
"522060 Silvânia";460,14
"522068 Simolândia";219,60
"522070 Sítio d'Abadia";240,90
"522100 Taquaral de Goiás";414,54
"522108 Teresina de Goiás";220,45
"522119 Terezópolis de Goiás";320,08
"522130 Três Ranchos";355,75
"522140 Trindade";363,11
"522145 Trombas";255,17
"522150 Turvânia";369,55
"522155 Turvelândia";393,46
"522157 Uirapuru";216,58
"522160 Uruaçu";379,66
"522170 Uruana";396,19
"522180 Urutaí";475,30
"522185 Valparaíso de Goiás";559,07
"522190 Varjão";343,78
"522200 Vianópolis";714,96
"522205 Vicentinópolis";489,78
"522220 Vila Boa";245,87
"522230 Vila Propício";227,15
"530010 Brasília";1192,92
"Total";585,94
 Fonte: IBGE - Censos Demográficos
 Notas:
 
 O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido
 para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres.
 Nesta tabela, o valor de referência, salário mínimo de 2010, é de R$ 510,00.
 
 Consulte o sítio da Secretaria Estadual de Saúde e do
 IBGE para mais informações.
